booking_id,passenger_key,flight_key,status,booking_date,seat_number
B1898,517.0,AI187_2026-04-17_233241,PENDING,2025-10-03 11:37:36.952,10D
B1899,689.0,SJ124_2026-04-17_210541,PENDING,2025-09-28 11:37:36.952,4B
B1900,93.0,SJ223_2026-04-17_235441,CANCELLED,2025-10-06 11:37:36.952,11C
B1901,180.0,UK103_2026-04-17_215241,CONFIRMED,2025-04-25 11:37:36.952,21A
B1902,726.0,SJ157_2026-04-17_221141,CONFIRMED,2026-02-08 11:37:36.952,14F
B1903,207.0,6F242_2026-04-17_211041,CONFIRMED,2025-11-06 11:37:36.952,9B
B1904,844.0,UK213_2026-04-17_232141,CONFIRMED,2025-07-01 11:37:36.952,8B
B1905,422.0,SJ120_2026-04-17_211941,PENDING,2026-02-13 11:37:36.952,24B
B1906,217.0,AI035_2026-04-17_231741,CANCELLED,2025-08-11 11:37:36.952,22B
B1907,24.0,6F147_2026-04-17_195741,CANCELLED,2026-01-14 11:37:36.952,1B
B1908,,SJ229_2026-04-17_222541,CANCELLED,2025-08-09 11:37:36.952,23B
B1909,815.0,AI230_2026-04-17_203741,PENDING,2025-11-14 11:37:36.952,31B
B1910,462.0,UK162_2026-04-17_224741,CANCELLED,2025-06-10 11:37:36.952,5C
B1911,166.0,AI066_2026-04-17_215141,PENDING,2025-05-29 11:37:36.952,27C
B1912,641.0,6F205_2026-04-17_221641,CANCELLED,2025-09-09 11:37:36.952,19D
B1913,727.0,AI124_2026-04-17_202841,CONFIRMED,2025-05-24 11:37:36.952,27B
B1914,687.0,UK114_2026-04-17_221041,PENDING,2025-10-19 11:37:36.952,20A
B1915,575.0,AI231_2026-04-17_215241,CANCELLED,2025-06-03 11:37:36.952,18B
B1916,496.0,AI113_2026-04-17_212141,CONFIRMED,2025-10-30 11:37:36.952,7D
B1917,879.0,UK180_2026-04-17_211841,UNKNOWN,2025-08-03 11:37:36.952,27A
B1918,285.0,UK180_2026-04-17_211841,CONFIRMED,2025-10-07 11:37:36.952,2B
B1919,886.0,6F080_2026-04-17_194741,PENDING,2026-03-17 11:37:36.952,7C
B1920,,SJ095_2026-04-17_200941,PENDING,2025-05-11 11:37:36.952,14A
B1921,560.0,SJ115_2026-04-17_210541,CANCELLED,2025-04-24 11:37:36.952,21F
B1922,660.0,AI142_2026-04-17_204941,CONFIRMED,2025-05-14 11:37:36.952,7D
B1923,246.0,UK169_2026-04-17_181241,CANCELLED,2025-11-28 11:37:36.952,33F
B1924,815.0,SJ041_2026-04-17_182441,CANCELLED,2025-05-04 11:37:36.952,27D
B1925,213.0,UK171_2026-04-17_195941,CONFIRMED,2025-04-20 11:37:36.952,7D
B1926,,AI081_2026-04-17_210341,CANCELLED,2025-11-27 11:37:36.952,18F
B1927,688.0,AI162_2026-04-17_192041,PENDING,2026-01-28 11:37:36.952,27D
B1928,402.0,SJ037_2026-04-17_191441,CANCELLED,2026-01-23 11:37:36.952,6F
B1929,454.0,SJ037_2026-04-17_191441,CONFIRMED,2025-11-05 11:37:36.952,6A
B1930,22.0,UK080_2026-04-17_210941,PENDING,2025-12-16 11:37:36.952,3B
B1931,101.0,SJ031_2026-04-17_212041,PENDING,2025-09-26 11:37:36.952,16C
B1932,633.0,AI199_2026-04-17_184741,CANCELLED,2025-12-28 11:37:36.952,4B
B1933,459.0,6F082_2026-04-17_202641,CANCELLED,2025-05-28 11:37:36.952,7B
B1934,,UK217_2026-04-17_211941,PENDING,2026-04-12 11:37:36.952,9F
B1935,23.0,UK014_2026-04-17_204141,CANCELLED,2026-04-13 11:37:36.952,6C
B1936,171.0,SJ180_2026-04-17_171241,CONFIRMED,2026-01-11 11:37:36.952,14D
B1937,261.0,6F268_2026-04-17_202941,CANCELLED,2026-02-19 11:37:36.952,16E
B1938,569.0,UK205_2026-04-17_185741,CANCELLED,2026-04-07 11:37:36.952,19B
B1939,305.0,SJ212_2026-04-17_194941,PENDING,2025-07-22 11:37:36.952,22B
B1940,784.0,UK052_2026-04-17_204841,CANCELLED,2025-06-25 11:37:36.952,17C
B1941,818.0,UK230_2026-04-17_200241,CANCELLED,2025-06-13 11:37:36.952,19D
B1942,35.0,AI145_2026-04-17_170641,CANCELLED,2025-07-18 11:37:36.952,23D
B1943,710.0,SJ035_2026-04-17_201541,CONFIRMED,2026-03-13 11:37:36.952,7E
B1944,126.0,SJ184_2026-04-17_163241,CANCELLED,2025-07-20 11:37:36.952,10B
B1945,464.0,6F207_2026-04-17_165941,CONFIRMED,2025-11-03 11:37:36.952,24A
B1946,208.0,UK144_2026-04-17_180741,CONFIRMED,2026-03-30 11:37:36.952,15A
B1947,290.0,AI126_2026-04-17_172641,CONFIRMED,2025-10-22 11:37:36.952,1A
B1948,748.0,SJ145_2026-04-17_174141,CONFIRMED,2025-05-19 11:37:36.952,10A
B1949,820.0,6F040_2026-04-17_155241,PENDING,2025-05-16 11:37:36.952,15B
B1950,166.0,UK049_2026-04-17_194741,CONFIRMED,2025-06-15 11:37:36.952,21B
B1951,780.0,UK049_2026-04-17_194741,CANCELLED,2026-03-18 11:37:36.952,3F
B1952,79.0,AI087_2026-04-17_163241,CONFIRMED,2025-10-18 11:37:36.952,2C
B1953,426.0,AI152_2026-04-17_192141,CANCELLED,2025-05-24 11:37:36.952,19A
B1954,829.0,SJ240_2026-04-17_164241,CONFIRMED,2025-11-06 11:37:36.952,2A
B1955,49.0,AI212_2026-04-17_153141,PENDING,2025-09-14 11:37:36.952,22B
B1956,766.0,AI064_2026-04-17_182441,CONFIRMED,2025-09-21 11:37:36.952,3B
B1957,773.0,6F093_2026-04-17_160941,CONFIRMED,2025-06-07 11:37:36.952,32E
B1958,216.0,AI118_2026-04-17_175041,PENDING,2025-04-28 11:37:36.952,29C
B1959,855.0,AI172_2026-04-17_190841,CONFIRMED,2025-12-19 11:37:36.952,23D
B1960,697.0,6F183_2026-04-17_170841,CANCELLED,2026-01-30 11:37:36.952,27E
B1961,714.0,6F200_2026-04-17_145441,CONFIRMED,2025-07-15 11:37:36.952,28A
B1962,393.0,SJ077_2026-04-17_173241,CONFIRMED,2025-12-23 11:37:36.952,18C
B1963,454.0,UK030_2026-04-17_151141,CONFIRMED,2026-02-24 11:37:36.952,27F
B1964,894.0,SJ232_2026-04-17_150241,PENDING,2025-05-21 11:37:36.952,18B
B1965,92.0,6F090_2026-04-17_151041,CONFIRMED,2026-01-29 11:37:36.952,20D
B1966,885.0,UK002_2026-04-17_142841,CONFIRMED,2025-11-06 11:37:36.952,12B
B1967,543.0,AI154_2026-04-17_152541,CANCELLED,2025-07-03 11:37:36.952,22C
B1968,,6F089_2026-04-17_170641,CONFIRMED,2025-10-11 11:37:36.952,2D
B1969,360.0,6F218_2026-04-17_151641,CONFIRMED,2026-04-08 11:37:36.952,29A
B1970,482.0,6F241_2026-04-17_182741,CONFIRMED,2025-11-26 11:37:36.952,12B
B1971,376.0,6F116_2026-04-17_164341,CONFIRMED,2025-08-20 11:37:36.952,2B
B1972,841.0,UK199_2026-04-17_152441,CANCELLED,2025-04-18 11:37:36.952,19B
B1973,555.0,SJ033_2026-04-17_172641,CANCELLED,2025-04-28 11:37:36.952,8C
B1974,610.0,AI210_2026-04-17_161341,PENDING,2025-08-03 11:37:36.952,15B
B1975,422.0,UK148_2026-04-17_163141,UNKNOWN,2025-08-26 11:37:36.952,20E
B1976,494.0,AI229_2026-04-17_164841,PENDING,2025-08-27 11:37:36.952,16F
B1977,567.0,UK005_2026-04-17_140241,PENDING,2026-01-01 11:37:36.952,4A
B1978,561.0,SJ080_2026-04-17_160441,CONFIRMED,2025-12-07 11:37:36.952,12C
B1979,825.0,SJ092_2026-04-17_131941,CANCELLED,2025-12-02 11:37:36.952,1F
B1980,328.0,SJ055_2026-04-17_141741,CANCELLED,2025-12-04 11:37:36.952,15A
B1981,120.0,AI239_2026-04-17_143341,CONFIRMED,2025-05-17 11:37:36.952,19D
B1982,77.0,6F162_2026-04-17_145041,UNKNOWN,2025-06-17 11:37:36.952,7A
B1983,,UK101_2026-04-17_150041,UNKNOWN,2025-06-28 11:37:36.952,27A
B1984,223.0,6F198_2026-04-17_124041,CONFIRMED,2025-04-25 11:37:36.952,27F
B1985,352.0,6F239_2026-04-17_152441,CONFIRMED,2025-09-28 11:37:36.952,31F
B1986,195.0,SJ177_2026-04-17_130441,CONFIRMED,2025-10-07 11:37:36.952,13F
B1987,730.0,6F044_2026-04-17_132541,CANCELLED,2026-03-12 11:37:36.952,19F
B1988,152.0,6F248_2026-04-17_132541,PENDING,2026-02-17 11:37:36.952,13A
B1989,707.0,6F002_2026-04-17_141141,UNKNOWN,2025-12-10 11:37:36.952,16F
B1990,54.0,SJ197_2026-04-17_144941,CONFIRMED,2026-03-31 11:37:36.952,14B
B1991,546.0,UK091_2026-04-17_133741,CANCELLED,2026-01-14 11:37:36.952,22E
B1992,789.0,6F215_2026-04-17_130041,CONFIRMED,2025-04-25 11:37:36.952,25C
B1993,750.0,AI093_2026-04-17_123541,CANCELLED,2026-03-11 11:37:36.952,5B
B1994,827.0,UK090_2026-04-17_144441,CONFIRMED,2026-03-31 11:37:36.952,21D
B1995,461.0,SJ005_2026-04-17_160341,CANCELLED,2025-11-20 11:37:36.952,11C
B1996,636.0,UK106_2026-04-17_151241,CANCELLED,2025-08-08 11:37:36.952,27E
B1997,113.0,6F223_2026-04-17_164741,PENDING,2025-05-03 11:37:36.952,27B
B1998,584.0,6F011_2026-04-17_151641,CONFIRMED,2025-10-23 11:37:36.952,14C
B1999,,UK124_2026-04-17_143541,UNKNOWN,2025-08-08 11:37:36.952,12B
